study,group,username,question_name,q_type,responsesummary,marks_attained,task_order,part,response,q_part,relevant_prt,fully_correct,response_type,response_type_overall
study2,CG,anon128,MidG,G,Seed: 1; ans1: 5+3*(n-1) [score]; ans2: 3*(n-1) - 5 [score]; ans3: 7 - 3*n [score]; ans4: 7 + 3*n [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 0 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_false. | prt2-2-F; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Classify first,ans4,7 + 3*n ,MidG_ans4,prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,FALSE,an+b,an+b
study2,GC,anon13,MidG,G,Seed: 1; ans1: 1 [score]; ans2: 1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 0 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_false. | prt1-2-F; prt2: # = 0 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_false. | prt2-2-F; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,1,Generate first,ans1,1 ,MidG_ans1,prt1: # = 0 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_false. | prt1-2-F,FALSE,integer,other
study2,GC,anon13,MidG,G,Seed: 1; ans1: 1 [score]; ans2: 1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 0 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_false. | prt1-2-F; prt2: # = 0 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_false. | prt2-2-F; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,1,Generate first,ans2,1 ,MidG_ans2,prt2: # = 0 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_false. | prt2-2-F,FALSE,integer,other
study2,GC,anon13,MidG,G,Seed: 1; ans1: 1 [score]; ans2: 1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 0 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_false. | prt1-2-F; prt2: # = 0 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_false. | prt2-2-F; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,1,Generate first,ans3,1 ,MidG_ans3,prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T,TRUE,integer,other
study2,GC,anon13,MidG,G,Seed: 1; ans1: 1 [score]; ans2: 1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 0 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_false. | prt1-2-F; prt2: # = 0 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_false. | prt2-2-F; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,1,Generate first,ans4,1 ,MidG_ans4,prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,FALSE,integer,other
study2,CG,anon134,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 1-n [score]; ans3: -1/2^n [score]; ans4: 1/2^n [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | prt3-1-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Classify first,ans1,n+1 ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,CG,anon134,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 1-n [score]; ans3: -1/2^n [score]; ans4: 1/2^n [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | prt3-1-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Classify first,ans2,1-n ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,CG,anon134,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 1-n [score]; ans3: -1/2^n [score]; ans4: 1/2^n [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | prt3-1-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Classify first,ans3,-1/2^n ,MidG_ans3,prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | prt3-1-F,FALSE,1/2^n,1/2^n
study2,CG,anon134,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 1-n [score]; ans3: -1/2^n [score]; ans4: 1/2^n [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | prt3-1-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Classify first,ans4,1/2^n ,MidG_ans4,prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,FALSE,1/2^n,1/2^n
study2,GC,anon135,MidG,G,Seed: 1; ans1: 2+(n-1)*4 [score]; ans2: 2-(n-1)*4 [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans1,2+(n-1)*4 ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,GC,anon135,MidG,G,Seed: 1; ans1: 2+(n-1)*4 [score]; ans2: 2-(n-1)*4 [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans2,2-(n-1)*4 ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,GC,anon135,MidG,G,Seed: 1; ans1: 2+(n-1)*4 [score]; ans2: 2-(n-1)*4 [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans3,none ,MidG_ans3,prt3: # = 0 | ATEquation_empty | prt3-3-T,FALSE,none,none
study2,GC,anon135,MidG,G,Seed: 1; ans1: 2+(n-1)*4 [score]; ans2: 2-(n-1)*4 [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans4,none ,MidG_ans4,prt4: # = 1 | ATEquation_empty | prt4-1-T,TRUE,none,none
study2,GC,anon136,MidG,G,Seed: 1; ans1: 2+(n-1)*2 [score]; ans2: 2-(n-1)*2 [score]; ans3: 2+(n-1)*2 [score]; ans4: 1-(2+(n-1)*2) [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_false. | prt3-2-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Generate first,ans1,2+(n-1)*2 ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,GC,anon136,MidG,G,Seed: 1; ans1: 2+(n-1)*2 [score]; ans2: 2-(n-1)*2 [score]; ans3: 2+(n-1)*2 [score]; ans4: 1-(2+(n-1)*2) [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_false. | prt3-2-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Generate first,ans2,2-(n-1)*2 ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,GC,anon136,MidG,G,Seed: 1; ans1: 2+(n-1)*2 [score]; ans2: 2-(n-1)*2 [score]; ans3: 2+(n-1)*2 [score]; ans4: 1-(2+(n-1)*2) [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_false. | prt3-2-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Generate first,ans3,2+(n-1)*2 ,MidG_ans3,prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_false. | prt3-2-F,FALSE,an+b,an+b
study2,GC,anon136,MidG,G,Seed: 1; ans1: 2+(n-1)*2 [score]; ans2: 2-(n-1)*2 [score]; ans3: 2+(n-1)*2 [score]; ans4: 1-(2+(n-1)*2) [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_false. | prt3-2-F; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,2,Generate first,ans4,1-(2+(n-1)*2) ,MidG_ans4,prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,FALSE,an+b,an+b
study2,GC,anon137,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans1,1+n ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,GC,anon137,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans2,1-n ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,GC,anon137,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans3,none ,MidG_ans3,prt3: # = 0 | ATEquation_empty | prt3-3-T,FALSE,none,none
study2,GC,anon137,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans4,none ,MidG_ans4,prt4: # = 1 | ATEquation_empty | prt4-1-T,TRUE,none,none
study2,GC,anon138,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 10-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans1,n+1 ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,GC,anon138,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 10-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans2,10-n ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,GC,anon138,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 10-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans3,none ,MidG_ans3,prt3: # = 0 | ATEquation_empty | prt3-3-T,FALSE,none,none
study2,GC,anon138,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: 10-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans4,none ,MidG_ans4,prt4: # = 1 | ATEquation_empty | prt4-1-T,TRUE,none,none
study2,GC,anon142,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans1,1+n ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,GC,anon142,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans2,1-n ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,GC,anon142,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans3,none ,MidG_ans3,prt3: # = 0 | ATEquation_empty | prt3-3-T,FALSE,none,none
study2,GC,anon142,MidG,G,Seed: 1; ans1: 1+n [score]; ans2: 1-n [score]; ans3: none [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 0 | ATEquation_empty | prt3-3-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,3,Generate first,ans4,none ,MidG_ans4,prt4: # = 1 | ATEquation_empty | prt4-1-T,TRUE,none,none
study2,CG,anon143,MidG,G,Seed: 1; ans1: 3*n-1 [score]; ans2: -2*n-1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,3,Classify first,ans1,3*n-1 ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,CG,anon143,MidG,G,Seed: 1; ans1: 3*n-1 [score]; ans2: -2*n-1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,3,Classify first,ans2,-2*n-1 ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,CG,anon143,MidG,G,Seed: 1; ans1: 3*n-1 [score]; ans2: -2*n-1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,3,Classify first,ans3,1 ,MidG_ans3,prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T,TRUE,integer,other
study2,CG,anon143,MidG,G,Seed: 1; ans1: 3*n-1 [score]; ans2: -2*n-1 [score]; ans3: 1 [score]; ans4: 1 [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,3,Classify first,ans4,1 ,MidG_ans4,prt4: # = 0 | ATAlgEquiv_SA_not_logic. | prt4-1-F,FALSE,integer,other
study2,CG,anon153,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: -n-1 [score]; ans3: 1-n [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,4,Classify first,ans1,n+1 ,MidG_ans1,prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T,TRUE,an+b,an+b
study2,CG,anon153,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: -n-1 [score]; ans3: 1-n [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,4,Classify first,ans2,-n-1 ,MidG_ans2,prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T,TRUE,an+b,an+b
study2,CG,anon153,MidG,G,Seed: 1; ans1: n+1 [score]; ans2: -n-1 [score]; ans3: 1-n [score]; ans4: none [score]; prt1: # = 1 | ATAlgEquiv_SA_not_logic. | prt1-3-F | ATLogic_True. | prt1-1-T | ATGT_true. | prt1-2-T; prt2: # = 1 | ATAlgEquiv_SA_not_logic. | prt2-3-F | ATLogic_True. | prt2-1-T | ATGT_true. | prt2-2-T; prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T; prt4: # = 1 | ATEquation_empty | prt4-1-T,4,Classify first,ans3,1-n ,MidG_ans3,prt3: # = 1 | ATAlgEquiv_SA_not_logic. | prt3-3-F | ATLogic_True. | prt3-1-T | ATGTE_true. | prt3-2-T,TRUE,an+b,an+b
